p1                        p2     rg      se       z       p  h2_obs  h2_obs_se  h2_int  h2_int_se  gcov_int  gcov_int_se
ukbEUR_IPAQG_cojo.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz  0.1161  0.0421  2.7601  0.0058  0.0367      0.003  1.0008     0.0075    0.0171       0.0059
ukbEUR_IPAQG_cojo.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz  0.6869  0.2395  2.8685  0.0041  0.1877      0.019  7.2384     0.0736   -0.0825       0.1091
ukbEUR_IPAQG_cojo.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz -0.1246  0.0323 -3.8595  0.0001  0.1017     0.0064  0.8284     0.0085   -0.0086       0.0056
ukbEUR_IPAQG_cojo.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz -0.0741  0.0324 -2.2894  0.0221  0.0923     0.0075   0.853     0.0099   -0.0078       0.0057
ukbEUR_SI_cojo.txt.sumstats.gz  AD_meta2.smy.sumstats.gz  0.0128  0.0478  0.2671  0.7894  0.0073     0.0053   1.081     0.0638    0.0062       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0122  0.015  0.8134  0.416  0.1548     0.0701  1.0037     0.0506    0.0277       0.0053
ukbEUR_SI_cojo.txt.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz  0.205  0.0322  6.3728  1.8560e-10  0.0126     0.0012  1.0441     0.0072    0.0077       0.0057
ukbEUR_SI_cojo.txt.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz -0.0937  0.0405 -2.3138  0.0207  0.0596     0.0093  0.9752      0.009    0.0028       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.049  0.0568 -0.8628  0.3882  0.0411     0.0231  1.0705     0.0335    0.0143       0.0058
ukbEUR_SI_cojo.txt.sumstats.gz  amd_csg_2016.txt.sumstats.gz  0.105  0.0345  3.0414  0.0024  0.3705      0.158  0.9246     0.0374   -0.0111       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  asd_robinson_2015.txt.sumstats.gz  0.0362  0.0421  0.8583  0.3907  0.1568     0.0175  0.9656     0.0069   -0.0043       0.0057
ukbEUR_SI_cojo.txt.sumstats.gz  baso_cam_2016.txt.sumstats.gz -0.0177  0.0308 -0.5739  0.566   0.071     0.0097  0.9989      0.018    0.0075       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz -0.0133  0.0223 -0.5931  0.5531  0.1583     0.0188  0.9581     0.0216     0.005       0.0067
ukbEUR_SI_cojo.txt.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz -0.0161  0.0328 -0.4908  0.6236  0.0546     0.0095  1.0048     0.0189    0.0029       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz -0.0027  0.0308 -0.0884  0.9295  0.0566     0.0089  1.0008     0.0169    0.0045        0.006
ukbEUR_SI_cojo.txt.sumstats.gz  bip_pgc_2014.txt.sumstats.gz  0.144  0.0327  4.404  1.0628e-05   0.382     0.0319  1.0214      0.008   -0.0008       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  bmi_giant_2015.txt.sumstats.gz  0.1425  0.021  6.7726  1.2649e-11  0.1386     0.0076  0.6426     0.0098    -0.003       0.0068
ukbEUR_SI_cojo.txt.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.1724  0.0245  7.0263  2.1213e-12   0.067     0.0049  0.8858     0.0082    0.0046       0.0056
ukbEUR_SI_cojo.txt.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz  0.0521  0.0319  1.6322  0.1026  0.3813     0.0452  1.0208     0.0108    0.0043       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz -0.1437  0.0469 -3.0646  0.0022  0.0218     0.0042   1.004     0.0079   -0.0034        0.006
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz  0.1515  0.0322  4.7065  2.5196e-06  0.0562     0.0062  1.0062     0.0097   -0.0086       0.0069
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz -0.0088  0.0447 -0.1972  0.8437  0.0256     0.0044  0.9969     0.0081    0.0067       0.0067
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz  0.2409  0.0342  7.0443  1.8635e-12  0.0313     0.0035  0.9966     0.0072    0.0266       0.0055
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz  0.3078  0.0468  6.5707  5.0086e-11  0.0235     0.0032  1.0074     0.0067    0.0129       0.0067
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz  0.0122  0.0739  0.1651  0.8688  0.0172     0.0088  1.0021     0.0068   -0.0008       0.0055
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz  0.2005  0.03  6.695  2.1571e-11  0.0521     0.0043  1.0411     0.0084    0.0162       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.1188  0.027  4.4055  1.0555e-05  0.0691     0.0082  1.0293      0.018    0.0275       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz  0.109  0.0655  1.6644  0.096  0.0097     0.0032  1.0006     0.0063   -0.0024       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz  0.1147  0.0502  2.2839  0.0224  0.0173     0.0036  1.0093     0.0067    0.0075        0.006
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.1292  0.0238  5.4301  5.6337e-08  0.1236     0.0059  1.0155       0.01    0.0215       0.0069
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz  0.1134  0.0749  1.5148  0.1298    0.01     0.0028  0.9932     0.0067    0.0149       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz  0.0623  0.0935  0.6658  0.5055  0.0046     0.0027  1.0054     0.0065   -0.0003       0.0057
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz  0.1011  0.0673  1.5022  0.133    0.01     0.0028  1.0011     0.0067    0.0011       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz  0.0379  0.0557  0.681  0.4959  0.0134     0.0079  1.0065     0.0116    0.0049       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.2838  0.0387  7.3305  2.2930e-13  0.0328     0.0037  1.0194     0.0075    0.0064       0.0059
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz -0.0379  0.0413 -0.9173  0.359  0.0245     0.0034  1.0097     0.0074    0.0017       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz  0.2748  0.0878  3.1284  0.0018  0.0063     0.0028  1.0004     0.0062    0.0294       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz  0.2361  0.0647  3.6492  0.0003  0.0166      0.003  1.0085     0.0064    0.0059       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.2912  0.1014  2.872  0.0041  0.0078     0.0028   1.012     0.0065    0.0172       0.0059
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_STRESS_1000g_m01_u05_geno.txt.sumstats.gz  0.1254  0.0957  1.3104  0.1901  0.0053      0.003  0.9989     0.0066    0.0055       0.0058
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_SUM_DISEASES_1000g_m01_u05_geno.txt.sumstats.gz  0.2785  0.0277  10.0497  9.2146e-24  0.0811     0.0045  1.0308     0.0082    0.0368        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  combined_ukb_gera_VARICOSE_VEINS_1000g_m01_u05_geno.txt.sumstats.gz  0.049  0.0466  1.0507  0.2934  0.0163     0.0032  1.0141     0.0079    0.0016       0.0059
ukbEUR_SI_cojo.txt.sumstats.gz  dbp_ukb_v1_2016.txt.sumstats.gz  0.0141  0.0264  0.5358  0.5921  0.1342     0.0081  1.0145     0.0087   -0.0097       0.0061
ukbEUR_SI_cojo.txt.sumstats.gz  depressive_symptoms_ssgac_2016.txt.sumstats.gz  0.3457  0.0363  9.5202  1.7285e-21  0.0474     0.0039  0.9992     0.0077    0.0274       0.0072
ukbEUR_SI_cojo.txt.sumstats.gz  eduyears_ssgac_2016.txt.sumstats.gz -0.3238  0.0199 -16.2519  2.1645e-59  0.1127      0.004  0.9294     0.0096   -0.0275       0.0075
ukbEUR_SI_cojo.txt.sumstats.gz  eduyears_ssgac_2016_pruned.txt.sumstats.gz -0.8449  0.2191 -3.8567  0.0001  0.4265     0.0609  12.7391     0.3566   -0.7791       0.4668
ukbEUR_SI_cojo.txt.sumstats.gz  eo_baso_sum_cam_2016.txt.sumstats.gz -0.0145  0.0205 -0.705  0.4808   0.174     0.0202  0.9592     0.0263    0.0104       0.0073
ukbEUR_SI_cojo.txt.sumstats.gz  eo_cam_2016.txt.sumstats.gz -0.0098  0.0199 -0.4926  0.6223  0.1829     0.0215  0.9543     0.0282    0.0088       0.0074
ukbEUR_SI_cojo.txt.sumstats.gz  eo_p_cam_2016.txt.sumstats.gz -0.0081  0.0203 -0.3964  0.6918  0.1772     0.0204  0.9526     0.0272    0.0066       0.0076
ukbEUR_SI_cojo.txt.sumstats.gz  eo_p_gran_cam_2016.txt.sumstats.gz -0.0046  0.0207 -0.2222  0.8241  0.1715     0.0191  0.9504     0.0254    0.0072       0.0074
ukbEUR_SI_cojo.txt.sumstats.gz  gran_cam_2016.txt.sumstats.gz -0.0142  0.0222 -0.6372  0.524  0.1585     0.0186  0.9609     0.0216    0.0055       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  gran_p_myeloid_wbc_cam_2016.txt.sumstats.gz -0.0023  0.0217 -0.1065  0.9152  0.1548     0.0176  1.0179     0.0304    0.0023       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  hct_cam_2016.txt.sumstats.gz -0.0834  0.024 -3.4726  0.0005   0.131     0.0121  1.0082     0.0247    0.0053       0.0065
ukbEUR_SI_cojo.txt.sumstats.gz  hdl_glgc_2013.txt.sumstats.gz -0.0681  0.0194 -3.5134  0.0004  0.2391     0.0366  0.8032     0.0263    0.0022       0.0067
ukbEUR_SI_cojo.txt.sumstats.gz  height_giant_2014.txt.sumstats.gz -0.0111  0.0164 -0.6758  0.4992  0.3433     0.0173  1.2201     0.0315    0.0066       0.0092
ukbEUR_SI_cojo.txt.sumstats.gz  hgb_cam_2016.txt.sumstats.gz -0.091  0.0248 -3.6676  0.0002  0.1299     0.0114  1.0074     0.0241    0.0025       0.0068
ukbEUR_SI_cojo.txt.sumstats.gz  hlr_cam_2016.txt.sumstats.gz -0.0499  0.0221 -2.2556  0.0241  0.1605      0.019  1.0348     0.0446    0.0129       0.0071
ukbEUR_SI_cojo.txt.sumstats.gz  hlr_p_cam_2016.txt.sumstats.gz -0.0381  0.0216 -1.7646  0.0776  0.1604     0.0186  1.0331     0.0449    0.0121        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  icv_enigma_2016.txt.sumstats.gz -0.0743  0.0393 -1.8878  0.0591  0.2483     0.0281   1.025     0.0085   -0.0014        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  icv_reported_enigma_2016.txt.sumstats.gz  NA  NA  NA  NA     NA        NA     NA        NA       NA          NA
ukbEUR_SI_cojo.txt.sumstats.gz  input.sumstats.gz -0.0374  0.0401 -0.9335  0.3506  0.0758     0.0181  1.0247     0.0114    0.0037       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  iq_ukb_bolt_2017.txt.sumstats.gz -0.1648  0.0226 -7.2948  2.9903e-13  0.3017      0.012  1.0469     0.0111   -0.0194       0.0079
ukbEUR_SI_cojo.txt.sumstats.gz  iq_vu_2017.txt.sumstats.gz -0.1922  0.0272 -7.0604  1.6603e-12  0.1965     0.0107  1.0131     0.0082    -0.003       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  irf_cam_2016.txt.sumstats.gz -0.0284  0.0242 -1.1726  0.2409  0.1145     0.0143  1.0323     0.0392    0.0133       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  ldl_glgc_2013.txt.sumstats.gz -0.0091  0.0239 -0.381  0.7032  0.1985     0.0492  0.8875     0.0629    0.0041       0.0071
ukbEUR_SI_cojo.txt.sumstats.gz  lymph_cam_2016.txt.sumstats.gz  0.0142  0.021  0.6765  0.4987  0.1836     0.0142  0.9655     0.0202    0.0133       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  lymph_p_cam_2016.txt.sumstats.gz  0.0299  0.0224  1.3319  0.1829  0.1453     0.0111  0.9704     0.0166     0.007       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  mch_cam_2016.txt.sumstats.gz  0.0201  0.0203  0.9897  0.3223  0.2209     0.0249  1.0004     0.0398   -0.0114       0.0069
ukbEUR_SI_cojo.txt.sumstats.gz  mchc_cam_2016.txt.sumstats.gz -0.0259  0.0227 -1.1455  0.252  0.0922     0.0111  0.9829     0.0185    -0.007       0.0056
ukbEUR_SI_cojo.txt.sumstats.gz  mcv_cam_2016.txt.sumstats.gz  0.0258  0.0194  1.3286  0.184  0.2357     0.0247  0.9977     0.0363   -0.0077        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  mdd_pgc_mega_2013.txt.sumstats.gz  0.1811  0.0471  3.8422  0.0001   0.169     0.0257  1.0059     0.0065    0.0016       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  mono_cam_2016.txt.sumstats.gz -0.0101  0.0198 -0.5102  0.6099  0.1861     0.0213  1.0483     0.0346    0.0014       0.0068
ukbEUR_SI_cojo.txt.sumstats.gz  mono_p_cam_2016.txt.sumstats.gz -0.0046  0.0211 -0.2193  0.8264  0.1684     0.0204  1.0342     0.0352    -0.007       0.0068
ukbEUR_SI_cojo.txt.sumstats.gz  mpv_cam_2016.txt.sumstats.gz  0.0089  0.0176  0.5043  0.6141  0.2607     0.0396  1.0049     0.0498    -0.004       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  myeloid_wbc_cam_2016.txt.sumstats.gz -0.0162  0.0219 -0.7392  0.4598  0.1621      0.018  0.9642     0.0211    0.0057       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  neuroticism_ssgac_2016.txt.sumstats.gz  0.1774  0.0388  4.5706  4.8625e-06  0.0907     0.0079  0.9834     0.0128    0.0313        0.008
ukbEUR_SI_cojo.txt.sumstats.gz  neut_cam_2016.txt.sumstats.gz -0.0139  0.0224 -0.6226  0.5336  0.1577     0.0186  0.9588     0.0213     0.005       0.0067
ukbEUR_SI_cojo.txt.sumstats.gz  neut_eo_sum_cam_2016.txt.sumstats.gz -0.0141  0.0222 -0.6362  0.5246   0.158     0.0184  0.9611     0.0215    0.0055       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  neut_p_cam_2016.txt.sumstats.gz -0.0257  0.0227 -1.1317  0.2578  0.1392     0.0114  0.9593     0.0176   -0.0057       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  neut_p_gran_cam_2016.txt.sumstats.gz  0.0052  0.0211  0.2464  0.8054  0.1605     0.0176  0.9493     0.0228   -0.0075       0.0072
ukbEUR_SI_cojo.txt.sumstats.gz  pct_cam_2016.txt.sumstats.gz -0.0023  0.0196 -0.1194  0.9049  0.2029     0.0167  1.0122     0.0257    0.0065       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  pdw_cam_2016.txt.sumstats.gz -0.0028  0.022 -0.1266  0.8993  0.1652     0.0206   0.993     0.0329    0.0011       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  plt_cam_2016.txt.sumstats.gz -0.0026  0.0189 -0.1397  0.8889  0.2265     0.0185  0.9987     0.0276     0.008       0.0063
ukbEUR_SI_cojo.txt.sumstats.gz  ra_okada_2014.txt.sumstats.gz  0.1197  0.0357  3.3572  0.0008  0.1157     0.0206  0.9411     0.0128   -0.0028       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  rbc_cam_2016.txt.sumstats.gz -0.0773  0.022 -3.5064  0.0005  0.1857     0.0181  1.0032     0.0258    0.0106        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  rdw_cam_2016.txt.sumstats.gz  0.0154  0.0233  0.6606  0.5088  0.1883     0.0233  0.9635     0.0303   -0.0002       0.0072
ukbEUR_SI_cojo.txt.sumstats.gz  ret_cam_2016.txt.sumstats.gz -0.0571  0.022 -2.5962  0.0094  0.1658     0.0201  1.0256     0.0443    0.0115        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  ret_p_cam_2016.txt.sumstats.gz -0.0399  0.0216 -1.8478  0.0646  0.1652       0.02   1.021     0.0447    0.0095        0.007
ukbEUR_SI_cojo.txt.sumstats.gz  sbp_ukb_v1_2016.txt.sumstats.gz -0.0449  0.0281 -1.5952  0.1107  0.1244     0.0078  1.0178     0.0079   -0.0056       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  scz_pgc_2014.txt.sumstats.gz  0.1654  0.021  7.8835  3.1829e-15  0.2431     0.0091  1.0401     0.0106    0.0005       0.0074
ukbEUR_SI_cojo.txt.sumstats.gz  t2d_diagram_2017.txt.sumstats.gz  0.1007  0.0269  3.7393  0.0002  0.0781     0.0059   0.999     0.0104   -0.0056       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  tg_glgc_2013.txt.sumstats.gz  0.068  0.0221  3.0792  0.0021  0.2697     0.0582  0.7553     0.0366    0.0076       0.0065
ukbEUR_SI_cojo.txt.sumstats.gz  uc_iibdgc_2015.txt.sumstats.gz -0.0451  0.0322 -1.3999  0.1616   0.253     0.0318  1.0487     0.0104    0.0075       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  ukbEUR_IPAQG_cojo.txt.sumstats.gz -0.0488  0.0253 -1.925  0.0542  0.0369     0.0018  1.0159     0.0076   -0.0143       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  ukbEUR_SI_cojo.txt.sumstats.gz  1.0  5.5704e-07  1.7952e+06  0.0   0.099     0.0034  1.0315     0.0106    1.0315       0.0106
ukbEUR_SI_cojo.txt.sumstats.gz  vitaminD.sumstats.gz -0.0374  0.0401 -0.9335  0.3506  0.0758     0.0181  1.0247     0.0114    0.0037       0.0064
ukbEUR_SI_cojo.txt.sumstats.gz  wbc_cam_2016.txt.sumstats.gz -0.0065  0.0213 -0.3037  0.7614  0.1777     0.0168  0.9642     0.0206    0.0089       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  well_being_ssgac_2016.txt.sumstats.gz -0.1622  0.0358 -4.5293  5.9177e-06  0.0367      0.003  1.0008     0.0075   -0.0077       0.0066
ukbEUR_SI_cojo.txt.sumstats.gz  well_being_ssgac_2016_pruned.txt.sumstats.gz -0.2994  0.1923 -1.5572  0.1194  0.1877      0.019  7.2384     0.0736   -0.1432       0.1222
ukbEUR_SI_cojo.txt.sumstats.gz  whr_giant_2015.txt.sumstats.gz  0.1978  0.0226  8.735  2.4373e-18  0.1017     0.0064  0.8284     0.0085   -0.0096       0.0062
ukbEUR_SI_cojo.txt.sumstats.gz  whradjbmi_giant_2015.txt.sumstats.gz  0.111  0.0236  4.7066  2.5184e-06  0.0923     0.0075  0.8529     0.0099   -0.0029       0.0059
vitaminD.sumstats.gz  AD_meta2.smy.sumstats.gz -0.0785  0.0839 -0.9358  0.3494  0.0085     0.0034  1.0598     0.0379   -0.0002       0.0055
vitaminD.sumstats.gz  GWAS_tanning_UKBB.ma.sumstats.gz  0.0064  0.0252  0.2527  0.8005   0.159     0.0691  0.9727     0.0568    0.0058       0.0043
vitaminD.sumstats.gz  MEGASTROKE.1.AS.TRANS.out.sumstats.gz -0.1057  0.0731 -1.4456  0.1483  0.0119     0.0012  1.0513     0.0077   -0.0103       0.0057
vitaminD.sumstats.gz  META_ANALYSIS_10K23_beta_se_correctGC1_pdgene_sharing_280317.ma.sumstats.gz  0.0375  0.0586  0.6391  0.5228  0.0585     0.0094   0.975     0.0092    0.0016       0.0051
vitaminD.sumstats.gz  alzheimers_igap_2013.txt.sumstats.gz -0.0613  0.0981 -0.6251  0.5319  0.0512     0.0179  1.0544     0.0227   -0.0075       0.0049
vitaminD.sumstats.gz  amd_csg_2016.txt.sumstats.gz -0.0171  0.0454 -0.3762  0.7068  0.3594     0.1474   0.925     0.0372   -0.0012       0.0052
vitaminD.sumstats.gz  asd_robinson_2015.txt.sumstats.gz  0.0186  0.0758  0.2458  0.8058  0.1455     0.0186  0.9725     0.0077   -0.0034       0.0054
vitaminD.sumstats.gz  baso_cam_2016.txt.sumstats.gz  0.0066  0.0505  0.1305  0.8961  0.0721       0.01   0.991     0.0198    0.0029       0.0056
vitaminD.sumstats.gz  baso_neut_sum_cam_2016.txt.sumstats.gz  0.0195  0.0412  0.4737  0.6357  0.1593       0.02  0.9444     0.0252   -0.0042       0.0056
vitaminD.sumstats.gz  baso_p_cam_2016.txt.sumstats.gz  0.0165  0.0552  0.2995  0.7645  0.0558     0.0095   0.998     0.0208    0.0041       0.0056
vitaminD.sumstats.gz  baso_p_gran_cam_2016.txt.sumstats.gz  0.0124  0.0537  0.2307  0.8175  0.0578     0.0088  0.9937     0.0187    0.0029       0.0056
vitaminD.sumstats.gz  bip_pgc_2014.txt.sumstats.gz  0.0143  0.0682  0.2092  0.8343   0.369     0.0328  1.0241     0.0087   -0.0036       0.0057
vitaminD.sumstats.gz  bmi_giant_2015.txt.sumstats.gz  0.004  0.0341  0.1185  0.9057  0.1406      0.008  0.6379     0.0108   -0.0131       0.0048
vitaminD.sumstats.gz  cad_cardiogram_2015.txt.sumstats.gz  0.0045  0.0477  0.0944  0.9248  0.0669     0.0051  0.8841     0.0088   -0.0139       0.0049
vitaminD.sumstats.gz  cd_iibdgc_2015.txt.sumstats.gz -0.0445  0.0547 -0.8137  0.4158  0.3745      0.046   1.021      0.013    0.0025       0.0054
vitaminD.sumstats.gz  combined_ukb_gera_ALLERGIC_RHINITIS_1000g_m01_u05_geno.txt.sumstats.gz  0.1035  0.0943  1.0981  0.2722  0.0221     0.0041  1.0037     0.0083   -0.0031       0.0054
vitaminD.sumstats.gz  combined_ukb_gera_ASTHMA_1000g_m01_u05_geno.txt.sumstats.gz -0.0628  0.0627 -1.0019  0.3164  0.0571      0.006  1.0027     0.0104    0.0056       0.0059
vitaminD.sumstats.gz  combined_ukb_gera_CANCER_1000g_m01_u05_geno.txt.sumstats.gz  0.1138  0.0722  1.576  0.115  0.0265     0.0047  0.9941     0.0091   -0.0012       0.0051
vitaminD.sumstats.gz  combined_ukb_gera_CARD_1000g_m01_u05_geno.txt.sumstats.gz -0.037  0.0757 -0.4886  0.6251  0.0307     0.0036  0.9995     0.0079   -0.0028       0.0056
vitaminD.sumstats.gz  combined_ukb_gera_DEPRESS_1000g_m01_u05_geno.txt.sumstats.gz  0.0462  0.0786  0.5877  0.5567   0.024     0.0034  1.0057     0.0077   -0.0021       0.0046
vitaminD.sumstats.gz  combined_ukb_gera_DERMATOPHYTOSIS_1000g_m01_u05_geno.txt.sumstats.gz  0.0114  0.1592  0.0719  0.9427  0.0172     0.0095  1.0015      0.007    -0.002       0.0052
vitaminD.sumstats.gz  combined_ukb_gera_DIA2_1000g_m01_u05_geno.txt.sumstats.gz -0.1025  0.064 -1.5999  0.1096  0.0521     0.0043  1.0413     0.0091   -0.0029       0.0059
vitaminD.sumstats.gz  combined_ukb_gera_DYSLIPID_1000g_m01_u05_geno.txt.sumstats.gz  0.0614  0.0614  0.9997  0.3175  0.0696     0.0079  1.0265     0.0149   -0.0094       0.0059
vitaminD.sumstats.gz  combined_ukb_gera_HEMORRHOIDS_1000g_m01_u05_geno.txt.sumstats.gz  0.2655  0.1438  1.8457  0.0649  0.0091     0.0034  1.0025     0.0071   -0.0108        0.005
vitaminD.sumstats.gz  combined_ukb_gera_HERNIA_ABDOMINOPELVIC_1000g_m01_u05_geno.txt.sumstats.gz  0.1598  0.0879  1.8193  0.0689  0.0179     0.0041  1.0082     0.0072   -0.0036        0.005
vitaminD.sumstats.gz  combined_ukb_gera_HYPER_1000g_m01_u05_geno.txt.sumstats.gz  0.0041  0.0443  0.0931  0.9258  0.1262     0.0067  1.0099     0.0116   -0.0061       0.0058
vitaminD.sumstats.gz  combined_ukb_gera_INSOMNIA_1000g_m01_u05_geno.txt.sumstats.gz  0.2411  0.1431  1.6843  0.0921  0.0105     0.0027   0.992     0.0068   -0.0098        0.005
vitaminD.sumstats.gz  combined_ukb_gera_IRON_DEFICIENCY_1000g_m01_u05_geno.txt.sumstats.gz -0.022  0.1739 -0.1265  0.8993  0.0052     0.0028  1.0027     0.0072     0.004       0.0055
vitaminD.sumstats.gz  combined_ukb_gera_IRRITABLE_BOWEL_1000g_m01_u05_geno.txt.sumstats.gz -0.0998  0.1144 -0.8728  0.3828  0.0107      0.003  1.0001     0.0068   -0.0009       0.0051
vitaminD.sumstats.gz  combined_ukb_gera_MACDEGEN_1000g_m01_u05_geno.txt.sumstats.gz -0.0276  0.0986 -0.2801  0.7794   0.013     0.0071  1.0077     0.0111    0.0043        0.005
vitaminD.sumstats.gz  combined_ukb_gera_OSTIOA_1000g_m01_u05_geno.txt.sumstats.gz  0.1168  0.0736  1.5857  0.1128  0.0319     0.0037  1.0214     0.0077   -0.0066       0.0053
vitaminD.sumstats.gz  combined_ukb_gera_OSTIOP_1000g_m01_u05_geno.txt.sumstats.gz -0.105  0.0906 -1.1585  0.2467  0.0242     0.0037  1.0126     0.0079    0.0067       0.0052
vitaminD.sumstats.gz  combined_ukb_gera_PEPTIC_ULCERS_1000g_m01_u05_geno.txt.sumstats.gz -0.0968  0.1574 -0.6149  0.5386  0.0065     0.0028  1.0005     0.0069    0.0105       0.0051
vitaminD.sumstats.gz  combined_ukb_gera_PSYCHIATRIC_1000g_m01_u05_geno.txt.sumstats.gz  0.0033  0.0952  0.0345  0.9725  0.0169     0.0031  1.0065     0.0068    -0.007       0.0052
vitaminD.sumstats.gz  combined_ukb_gera_PVD_1000g_m01_u05_geno.txt.sumstats.gz  0.1278  0.1542  0.8289  0.4072  0.0068     0.0029   1.016     0.0072   -0.0022        0.005
